"y" "x" "z" "v" "w"
"1" 1.0617663871546 0.216754862863576 -0.198908001640096 -0.303941140092595 0.499437556185973
"2" -10.256792726138 -1.28124663010116 -0.921490778073933 -0.939263593483384 -0.0722475953825334
"3" 4.03686943117797 0.383057338517151 0.285118270441665 0.193724710379644 0.312351944627134
"4" -10.2320168169363 -0.100368442585905 -0.55057402269761 -0.286976720650416 0.66342565969018
"5" 4.20287950359985 0.592896940648028 0.231390236514909 0.129383216931004 1.06623108470909
"6" -8.83039529487088 0.153464179554629 0.458400847636819 0.933624570924465 0.0098559279863365
"7" -6.37704270212939 -0.227405417273616 0.313920667850138 0.610833686325824 -0.173495355772344
"8" 15.352740326229 1.29251233641714 -0.181434769579457 -0.57493145884155 0.131986722733164
"9" 11.0918130748564 0.723904155284259 -0.60841351173138 -1.00356312168747 -0.269109857972113
"10" 27.3053232043857 1.97090096972424 1.36565851077749 0.705133643827243 1.11797760069859
"11" 13.9288209576815 -1.06852307048677 0.834668368461719 0.210446755151239 -1.2621273065648
"12" -10.706198645755 -0.397355522973457 0.0793692353876249 0.473132352041024 0.207298634092295
"13" -15.7868670480766 -0.958906074999206 -0.846033960796153 -0.43092981131388 -0.332604644610471
"14" -17.1702821113042 -0.796807509842757 -0.956468513804868 -0.519442050954761 0.034615324262721
"15" -7.29898698042269 -1.0327384328225 -1.65893405394915 -1.66486294388523 -1.63249845496336
"16" -4.62367711869235 -1.27765990277316 -1.22091076788095 -1.40500592619876 -1.15674775305865
"17" 11.8218949762954 2.33032167829949 0.972103610314091 0.936140214194901 2.22188584419964
"18" -16.0252096806983 -0.356475179818482 -0.855712437018105 -0.298502394002333 -0.290332770144984
"19" -0.522718633639933 -1.09850750875349 -1.67645046257285 -2.04152030816585 -1.12596556222045
"20" -2.5389570938338 -0.114022791247444 0.175081479812874 0.270508117450188 -0.40010709583206
"21" -13.2447363647691 -0.133235612186242 -1.23636027877788 -0.879753417402609 0.617692850095401
"22" -23.4587464062338 -0.941256608526453 -1.04450323985701 -0.285405489992024 -0.973963843902317
"23" 10.2198542175339 -0.964625666731115 -1.42446962078912 -2.15896526553035 -1.62673213982782
"24" -19.7015356347455 -1.67671375844017 -0.458879770122891 -0.0359423134497069 -0.474369173819969
"25" 6.70355893857061 -0.722613780351587 -0.374899416953773 -0.793151168320279 -1.33922303572103
"26" 9.40249798916577 0.876984652958674 0.187135639262187 -0.126765856122294 1.29799006474108
"27" 19.0929714833027 -0.857365663007039 -0.193803080187268 -1.0799884907422 -1.99861172044607
"28" -22.5899463717995 -0.931999025969062 -2.21460954766773 -1.70151300269966 -0.617924996140951
"29" -17.140330228497 -0.229342287242887 -0.893579609609314 -0.357111055857807 0.698854836605917
"30" 22.0496275932737 1.68260721179796 1.51752142707612 1.06739687461578 1.13131484044559
"31" -24.8342075687695 -1.02501605344749 -1.2646025880299 -0.55815224847033 -0.596913683438892
"32" -2.09909073147951 0.380459668905729 0.41518361895512 0.580950079264607 0.562823221935791
"33" 6.09584264591219 0.565580896444599 -0.448659941493657 -0.627649069960295 -0.0645427885153429
"34" -37.013868641682 -1.19547513851511 -0.548474855514319 0.683110784756154 0.172782956625482
"35" 10.9495889763702 -0.767841725586585 1.11658184561437 0.759033029083068 -1.48661062043461
"36" 16.8554489076849 -0.22546229725333 0.402146442109077 -0.318007243006853 -0.378200998414767
"37" -3.57085003101308 -0.00838740037735593 -1.08356618908137 -1.07230275465849 -0.295441082660262
"38" -20.7819343875689 -0.136631220032256 -0.666567500055263 0.0972927141531973 0.548090400145957
"39" 22.0368999053047 1.12627243749009 1.19127538590241 0.595615712860573 0.28162367889922
"40" -9.22383925524973 -0.936829212533565 -0.966953659949781 -0.848004251642857 -0.871779761393762
"41" 1.6762471273603 -0.983944159000843 -0.345496752091945 -0.608526945108187 -1.26510049975658
"42" 0.926547257694553 0.0610154634939538 0.194928219473593 0.162012175163656 0.341972156734787
"43" 10.358063857762 -0.676572610947997 -1.27771844177867 -1.96105981116143 -1.0118460928403
"44" 9.54703626948457 0.616393043709869 0.577211040930609 0.384131540051489 -0.16279154890266
"45" 0.722250014879541 0.485034175324486 1.88952795208278 2.18784595553588 0.889836737567347
"46" 6.80971405392412 1.00771944243749 1.01817588079899 1.01869737939728 0.825874207121357
"47" -11.4497168779509 0.0315086105467575 0.457885417214669 0.999804836957181 -0.010477890089167
"48" 8.90108429693196 -1.47836165413056 -1.55803047423005 -2.36521613290865 -2.14198162676309
"49" 14.3770516853673 0.118795022590519 1.08932736550259 0.590969959501291 0.6371655344933
"50" 1.62277846163036 0.0629558586960515 -0.800459803265266 -0.912356744234941 -0.50048368882469
"51" -35.3460618441955 -2.83958305795995 -1.26310951901277 -0.494574590000028 -1.08685059693473
"52" 0.760799912383223 -0.316852595609554 -0.0270311004691367 -0.10777448156732 -0.338022849904031
"53" 16.7836569404338 0.388043478406846 -0.862232394547269 -1.58668444288774 -0.608293722501284
"54" 10.9883475422814 0.763298406393644 1.32444479518186 1.13075075501074 0.926280379907147
"55" -4.6906624764894 -0.201148411049674 0.201090278156251 0.434178830910034 -0.502398908576432
"56" -7.62527585231518 1.07895817024186 1.04703979656377 1.63777242594823 1.65908669624066
"57" 10.0544944048724 0.113726577204603 0.0332378857042637 -0.287397064567497 -0.802224049230081
"58" -8.05715860465491 -1.74580030559606 -0.963186504623657 -0.99754110440347 -1.95862042144613
"59" 19.2299314318621 0.905959138113725 0.333752065334276 -0.25443336494607 0.0687174502117054
"60" 12.7473027266067 0.552096109056611 0.343840861700258 -0.0989547154002496 0.36084802676338
"61" 12.6422637187571 0.958441594027963 1.41258177080594 1.2985247305481 0.358813000577611
"62" -24.6437759601458 -2.0426803971209 -1.63304235455987 -1.13659264332731 -1.43759018033663
"63" -9.55734729705306 1.24183992656981 -0.569839124029094 -0.103444816632971 1.7086557633257
"64" -5.44321171252553 0.1769054957189 -0.141143541641485 -0.00899547346474372 1.3619018820804
"65" -15.3711521106299 -0.889089882370467 -1.89221681088256 -1.58562059264724 -0.977961221485654
"66" -21.1812422467419 0.141791025233308 -0.543373476700173 0.294830492739863 0.822214237006794
"67" -6.88482490445565 -0.850201336056757 -0.831828847536909 -0.781109267527995 -0.805155373370981
"68" -16.6005333134177 -0.238287256536963 -0.184753174429191 0.506758634012088 -0.356919618990916
"69" -6.13705067783813 0.769642209950137 1.24444283505538 1.7321754511657 1.23977400397672
"70" 9.35335511341341 0.06444340265721 -0.0199126632107596 -0.424267365142361 -0.114291639572774
"71" -1.29542078561478 -0.583789255332263 -1.13834322783849 -1.32388086009685 -0.710935405079725
"72" 11.0646703816278 0.0390408419842472 -0.908420982623336 -1.50547320701931 -0.507690963159864
"73" -25.9088433487364 -1.86854279544613 -2.57807296964669 -2.19962999912988 -0.637104428026079
